Aménageur;Opérateur;Enseigne;Id station;Nom Station;Adresse;Code INSEE;Nombre Points de charge;ID Points de charge;Puissance délivrée;Type de prise;Condition d'accès;Accessibilité;Observations;Date de Mise à Jour;Source;Coordonnees;Code Officiel Région;Code Officiel Département;Code EPCI;Nom de l'EPCI;Commune;Nom de la région;Nom du département
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0228187A;0087 - La haute épine route de paris;"Route de paris -D933 ""la haute Epine"" 02540 L'EPINE AUX BOIS";02281;2;FR*S02*E0228187A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;48.895694, 3.443056;32;02;240200584;CC du Canton de Charly-sur-Marne;L'Épine-aux-Bois;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0213118;0018 - Place du 29 Août 1994;Place du 29 août 1944 02880 BUCY LE LONG;02131;2;FR*S02*E0213118A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.39023698, 3.395633636;32;02;240200501;CC du Val de l'Aisne;Bucy-le-Long;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0267251A;0033 - Place Lucien Busquet;Place Lucien Busquet 02880 SANCY LES CHEMINOTS;02672;2;FR*S02*E0267251A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.433568, 3.471659;32;02;200071991;CC Retz-en-Valois;Saint-Bandry;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0272244;0044 - Centre médical;centre médical avenue de Gaulle 02200 SOISSONS;02722;2;FR*S02*E0272244A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.37054951, 3.336273415;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
Volvo Valenciennes;DRIVECO;Volvo Valenciennes;FR*G46*PDUGARDINVOLVO59300*1;Volvo Valenciennes;Rue Jules Mousseron 59300 Aulnoy-Lez-Valenciennes;59032;9;FR*G46*E10446*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.330694, 3.514288;32;59;245901160;CA Valenciennes Métropole;Aulnoy-lez-Valenciennes;HAUTS DE FRANCE;NORD
Volvo Villeneuve d'Ascq;DRIVECO;Volvo Villeneuve d'Ascq;FR*G46*PDUGARDINVOLVO59650*1;Volvo Villeneuve d'Ascq;Boulevard de l'Ouest 59650 Villeneuve-d'Ascq;59350;4;FR*G46*E10572*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.631908, 3.120367;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0216846A;0046 - Centre Aquatique 1;ESPACE AQUATIQUE-la moiserie- 02400 CHÂTEAU THIERRY;02168;2;FR*S02*E0216846A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.066064, 3.391396;32;02;200072031;CA de la Région de Château-Thierry;Château-Thierry;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02758120A;0120 - Place Edouard Herriot;Place Edouard Herriot 02370 VAILLY SUR AISNE;02758;2;FR*S02*E02758120A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.41096, 3.516168;32;02;240200501;CC du Val de l'Aisne;Vailly-sur-Aisne;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0223788A;0088-parking rue des roses;Parking- rue des roses 02270 CRECY SUR SERRE;02237;2;FR*S02*E0223788A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.695147, 3.622926;32;02;240200469;CC du Pays de la Serre;Crécy-sur-Serre;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0272242;0042 - Place Saint christophe;Place Saint christophe 02200 SOISSONS;02722;2;FR*S02*E0272242A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.38210047, 3.321505726;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0236167A;0067 - UTAS de GUISE;Rue Jean Moulin 02120 GUISE;02361;2;FR*S02*E0236167A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.899109, 3.630579;32;02;200071983;CC Thiérache Sambre et Oise;Guise;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0272253A;0053 - Espace gouraud. allée Olivier Messiaen;Espace gouraud. allée Olivier Messiaen. parking Aérien 02200 SOISSONS;02722;2;FR*S02*E0272253A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.376731, 3.317267;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02810113A;0113 - Parking Gendarmerie;Rue Jean Jaurès parking gendarmerie 02600 VILLERS COTTERETS;02810;2;FR*S02*E02810113A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.253889, 3.088333;32;02;200071991;CC Retz-en-Valois;Villers-Cotterêts;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E0209517A;0017 - rue du cimetière;rue du cimetière 02110 BOHAIN;02095;2;FR*S02*E0209517A2;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.986398, 3.451711;32;02;240200493;CC du Pays du Vermandois;Bohain-en-Vermandois;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02722102A;0102 - Place Lamartine;Place Lamartine - Pharmacie 02200 SOISSONS;02722;2;FR*S02*E02722102A1;22.0;E/F-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.386446, 3.316491;32;02;240200477;CA GrandSoissons Agglomération;Soissons;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*E02795137A;0137 -rue du général Maunoury;Rue du Général Maunoury 02990 VIC SUR AISNE;02795;1;FR*S02*E02795137A3;22.0;T2;payant;accessible 24h/24 - 7j/7;recharge accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2020-09-03;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-23e00253-d144-447a-ae1c-92b2b774ab07;49.403089, 3.113677;32;02;200071991;CC Retz-en-Valois;Vic-sur-Aisne;HAUTS DE FRANCE;AISNE
USEDA;CITEOS-FRESHMILE;DIRVE 02;FR*S02*P0269116;0016 - Avenue Archimède;Espace créatis avenue Archimède 02100 SAINT QUENTIN;02691;2;FR*S02*E0269116A;22.0;EF-T2;payant;accessible 24h/24 - 7j/7;recharge normale et accélérée accessible par application smartphone/internet et badge - informations site web useda.fr -facturation en fonction de la puissance et du temps de charge;2017-01-20;https://www.data.gouv.fr/fr/datasets/useda-dirve02/#resource-cd04822a-97ac-4291-9c50-6207764ea73b;49.51220656, 3.155449543;32;02;200071892;CA du Saint-Quentinois;Saint-Quentin;HAUTS DE FRANCE;AISNE
Ville d'Hazebrouck;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H08*P59295*003;HAZEBROUCK - Rue du Pont;Rue du Pont 59190 HAZEBROUCK;59295;2;FR*H08*E59295*003*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.720173, 2.539142;32;59;200040947;CC de Flandre Intérieure;Hazebrouck;HAUTS DE FRANCE;NORD
Ville d'Hazebrouck;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H08*P59295*003;HAZEBROUCK - Rue du Pont;Rue du Pont 59190 HAZEBROUCK;59295;2;FR*H08*E59295*003*1;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.720173, 2.539142;32;59;200040947;CC de Flandre Intérieure;Hazebrouck;HAUTS DE FRANCE;NORD
Volkswagen Cambrai SLBA;DRIVECO;Volkswagen Cambrai SLBA;FR*G48*PSAIPVOLKSWAGEN59400*1;Volkswagen Cambrai SLBA;1792 Avenue du Cateau 59400 Cambrai;59122;6;FR*G48*ET54IT12820043*P1;22.08;T2p;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.166974, 3.269992;32;59;200068500;CA de Cambrai;Cambrai;HAUTS DE FRANCE;NORD
Volvo Dechy;DRIVECO;Volvo Dechy;FR*G46*PLEMPEREURVOLVO59187*1;Volvo Dechy;ZAC du Luc Rue Barack Obama 59187 Dechy;59170;5;FR*G46*E10350*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.344399, 3.120529;32;59;200044618;CA Douaisis Agglo;Dechy;HAUTS DE FRANCE;NORD
LM - Siege Lezennes;DRIVECO;LM - Siege Lezennes;FR*E56*PLMLEZENNES59260*1;LM - Siege Lezennes;Rue Chanzy 59260 Lezennes;59346;32;FR*E56*E10130*P2;11.04;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.611698, 3.12165;32;59;200093201;Métropole Européenne de Lille;Lezennes;HAUTS DE FRANCE;NORD
LM - Tourcoing - Neuville-en-Ferrain (magasin 34);DRIVECO;LM - Tourcoing - Neuville-en-Ferrain (magasin 34);FR*E11*PLMTOURCOING59212*1;LM - Tourcoing - Neuville-en-Ferrain (magasin 34);343 Rue de Roncq 59212 Tourcoing;59599;4;FR*E11*E10278*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.737801, 3.13775;32;59;200093201;Métropole Européenne de Lille;Tourcoing;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59303*001;HERLIES - Rue du Bourg;Rue du Bourg 59134 HERLIES;59303;2;FR*M59*E59303*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.576706, 2.853821;32;59;200093201;Métropole Européenne de Lille;Herlies;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*249*1*_*_;Salomé - Mairie;Rue Pasteur, Salomé;59550;2;FR*SOD*S*NPDC*249*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.535527, 2.842418;32;59;200093201;Métropole Européenne de Lille;Salomé;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59566*001;SEQUEDIN - Rue de Carpentras;Rue de Carpentras 59320 SEQUEDIN;59566;2;FR*M59*E59566*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.624001, 2.985088;32;59;200093201;Métropole Européenne de Lille;Sequedin;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59598*001;TOUFFLERS - Rue des Ecoles;Rue des Ecoles 59390 TOUFFLERS;59598;2;FR*M59*E59598*001*1;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.6604, 3.228508;32;59;200093201;Métropole Européenne de Lille;Toufflers;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*243*1*_*_;Capinghem - Mairie;Rue Poincaré, Capinghem;59128;2;FR*SOD*S*NPDC*243*1*_*_1;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.645086, 2.965627;32;59;200093201;Métropole Européenne de Lille;Capinghem;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59346*001;LEZENNES - Rue du camp français;Rue du camp français 59260 LEZENNES;59346;2;FR*M59*E59346*001*2;18.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.610264, 3.115136;32;59;200093201;Métropole Européenne de Lille;Lezennes;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59350*001;LOMME - Rue du grand but;Rue du grand but 59160 LOMME;59350;12;FR*M59*E59350*001*4;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.652771, 2.974986;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*239*1*_*_;Willems - Mairie;Square Eugène Thomas, Willems;59660;2;FR*SOD*S*NPDC*239*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.631971, 3.240236;32;59;200093201;Métropole Européenne de Lille;Willems;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*248*1*_*_;Illies - Mairie;Rue de la Mairie, Illies;59320;2;FR*SOD*S*NPDC*248*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.56099, 2.831258;32;59;200093201;Métropole Européenne de Lille;Illies;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;Izivia;Pass pass electrique;FR*SOD*S*NPDC*263*1*_*_;Bousbecque - Parc;Rue Saint Joseph, Bousbecque;59098;2;FR*SOD*S*NPDC*263*1*_*_2;;E/F-T2;payant;24/24 7/7 jours;"Type charge indiquée selon décret de 2017
Type de charge : normale";2019-02-27;https://www.data.gouv.fr/fr/datasets/localisation-des-points-de-recharge-pour-vehicules-electriques/#resource-a05390b1-0e05-463f-9b73-45cab31f2d44;50.771004, 3.076908;32;59;200093201;Métropole Européenne de Lille;Bousbecque;HAUTS DE FRANCE;NORD
Métropole Européenne de Lille;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*M59*P59350*001;LOMME - Rue du grand but;Rue du grand but 59160 LOMME;59350;12;FR*M59*E59350*001*8;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.652771, 2.974986;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
Opel Beaurains;DRIVECO;Opel Beaurains;FR*G44*PLEMPEREUROPEL62217*1;Opel Beaurains;Espace Motors Boreal Parc D60 62217 Beaurains;62099;5;FR*G44*E10352*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.265598, 2.79696;32;62;200033579;CU d'Arras;Beaurains;HAUTS DE FRANCE;PAS DE CALAIS
Peugeot Douai;DRIVECO;Peugeot Douai;FR*G44*PSOFIDAPEUGEOT59187*1;Peugeot Douai;rue Barack Obama ZAC du Luc 59187 Dechy;59170;5;FR*G44*E10375*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.342949, 3.1175;32;59;200044618;CA Douaisis Agglo;Dechy;HAUTS DE FRANCE;NORD
SE60;Freshmile;Mouv'Oise;FR*S60*PSONGEONS;Songeons, Général de Gaulle;Place du Général de Gaulle 60380 Songeons;60623;2;FR*S60*EXKCJ*2;22.0;T2 – E/F;Gratuit;24h/24 7j/7;;2018-04-20;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-123f2b49-408e-4107-beb9-6ca3af9b75d1;49.5482, 1.85392;32;60;246000848;CC de la Picardie Verte;Songeons;HAUTS DE FRANCE;OISE
SE60;Freshmile;Mouv'Oise;FR*S60*PDJZAYQ;Le Plessis-Belleville, Libération;2 rue de la Libération 60330 Le Plessis-Belleville;60500;2;FR*FR1*EKLJS*2;22.0;T2 - E/F;Gratuit;24/24 - 7j/7;;2018-08-14;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-dfa73968-5de1-4009-86d5-b3a066ce2068;49.0952, 2.75652;32;60;246000871;CC du Pays de Valois;Le Plessis-Belleville;HAUTS DE FRANCE;OISE
SE60;Freshmile;Mouv'Oise;FR*S60*PFITZJAMES;Fitz-James, Piscine;Allée des Droits de l’Homme 60600 Fitz-James;60234;2;FR*S60*EBMYY*1;22.0;T2 – E/F;Gratuit;24h/24 7j/7;;2018-04-20;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-123f2b49-408e-4107-beb9-6ca3af9b75d1;49.3984, 2.42129;32;60;246000376;CC du Clermontois;Fitz-James;HAUTS DE FRANCE;OISE
SE60;Freshmile;Mouv'Oise;FR*S60*PJEHPHU;Thiers-sur-Thève, Général de Gaulle;21 rue du Général de Gaulle 80520 Thiers-sur-Thève;60631;2;FR*S60*EGMTB*1;22.0;T2 – E/F;Gratuit;24h/24 7j/7;;2018-05-17;https://www.data.gouv.fr/fr/datasets/mouvoise/#resource-123f2b49-408e-4107-beb9-6ca3af9b75d1;49.152, 2.57219;32;60;200066975;CC Senlis Sud Oise;Thiers-sur-Thève;HAUTS DE FRANCE;OISE
Hyundai Dechy;DRIVECO;Hyundai Dechy;FR*G40*PLEMPEREURHYUNDAI59187*1;Hyundai Dechy;rue Barack Obama 59187 Dechy;59170;4;FR*G40*E10518*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.343347, 3.119352;32;59;200044618;CA Douaisis Agglo;Dechy;HAUTS DE FRANCE;NORD
Hyundai Dunkerque - H Motors;DRIVECO;Hyundai Dunkerque - H Motors;FR*G40*PEUROPAUTOHYUNDAI59640*1;Hyundai Dunkerque - H Motors;562 avenue de la Villette 59640 Dunkerque;59183;3;FR*G40*E10417*P1;22.08;EF, T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;51.021717, 2.359382;32;59;245900428;CU de Dunkerque;Dunkerque;HAUTS DE FRANCE;NORD
Hôpital Saint Philibert;DRIVECO;Hôpital Saint Philibert;FR*SSD*PGHICLSAINTPHILIBERT*59160;Hôpital Saint Philibert;Rue du Grand But, 59160 Lille;59350;22;FR*SSD*E10608*P1;22.08;EF, T2;Payant;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.651317, 2.974386;32;59;200093201;Métropole Européenne de Lille;Lille;HAUTS DE FRANCE;NORD
IMT Douai - Lahure - Centre de Recherche;DRIVECO;IMT Douai - Lahure - Centre de Recherche;FR*E45*PIMTDOUAI59508*2;IMT Douai - Lahure - Centre de Recherche;764 Boulevard Lahure 59500 Douai Cedex;59178;4;FR*E45*E10551*P2;22.08;T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.3866, 3.0827;32;59;200044618;CA Douaisis Agglo;Douai;HAUTS DE FRANCE;NORD
Aventim Bouvines - Lot 1;DRIVECO;Aventim Bouvines - Lot 1;FR*SSD*PAVENTIM59830*1;Aventim Bouvines - Lot 1;1424 rue Félix Dehau 59830 Bouvines;59106;8;FR*SSD*E10411*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.574045, 3.199466;32;59;200093201;Métropole Européenne de Lille;Bouvines;HAUTS DE FRANCE;NORD
Aventim Bouvines - Lot 2;DRIVECO;Aventim Bouvines - Lot 2;FR*SSD*PAVENTIM59830*2;Aventim Bouvines - Lot 2;1424 rue Félix Dehau 59830 Bouvines;59106;4;FR*SSD*E10437*P1;22.08;EF, T2;Gratuit;24/24 7/7 jours;;2021-03-03;https://www.data.gouv.fr/fr/datasets/liste-des-bornes-de-recharge-ouvertes-au-public/#resource-5f59d7ca-1b75-4974-bde5-fd9a3b42177d;50.574045, 3.199466;32;59;200093201;Métropole Européenne de Lille;Bouvines;HAUTS DE FRANCE;NORD
Communauté d'Agglomération Maubeuge Val de Sambre;BOUYGUES ENERGIES ET SERVICES;pass pass électrique;FR*H02*P59187*001;ECLAIBES - Ch Margot;Ch Margot 59330 ÉCLAIBES;59187;2;FR*H02*E59187*001*2;22.0;EF - T2;payant;24h/24 7j/7;Recharge par badge et avec une application smartphone;2020-04-03;https://www.data.gouv.fr/fr/datasets/infrastructures-de-recharge-pour-vehicules-electriques-pass-pass-electrique/#resource-4e9608c9-442a-4b39-8ed3-3eb92491a9bb;50.202984, 3.932986;32;59;200043396;CA Maubeuge Val de Sambre;Éclaibes;HAUTS DE FRANCE;NORD
